,business_id,stars
83,GpFRwCHN0RI8yFbcfXjfUg,3.5
84,QZLOM3T6xl7y1Q6zqoqHWg,3.5
85,9qxMhGWjGsuPUoQB3Y74Wg,1.5
86,pJB63RaQpkTIKBhfTsLQQg,4.0
87,CPgWuWGZ4v2sZr5_-1kluw,2.0
88,VCkSUsdL5P0p16DAPxVROA,4.0
89,XRkzSBTroG7kIdI7Z8ic6g,3.0
90,SlLfWzeYOrVBxCd-0QILZQ,4.0
91,bdfZdB2MTXlT6-RBjSIpQg,3.0
92,ZpmSEd9N042IJanBiKlKiQ,4.0
93,SwWfW3vBn5QkDE7T3urGAg,4.5
94,W4rgF_1eKzFZiGUOsgbGMA,4.0
95,yN6jZyG1G1FG_HCZQlJZ1g,4.0
96,-lVTNjVoTMOkD-eT--u0oA,3.5
97,0sr1EyOc6Td1C-962QW88w,4.0
98,SFKjUQ1gmfwm7cJhMCFmkA,4.0
99,frsWe9bmMOMIBOBNzsCTew,4.0
100,xwSWtJcQkzTF6HNm_IMgcg,2.5
101,yFqq66GxRjnhZXPgjA6hnw,2.0
102,3uvFklejzRPwEPEZQ5vHYQ,3.5
103,lB6jIOb1UBATmdfot4KJew,4.0
104,cm0bhBDPM3bjBefmEXa3BQ,3.5
105,3c9TiufCFT2yXXj3R08Vwg,3.5
106,jZoeTGRfhG9n_Jo6VMqwxw,4.0
107,A1lAqN3SOaBLoo6NqVcy4Q,2.0
108,kGjpBqAqG4mIuFSgU2KKEA,4.0
109,kLSEk3qXY1KdtFjxHJ9pww,1.5
110,uKEabBQrn0gLzvTppOrKIA,4.5
111,8JEOmVGQffkr6xtn4vvplQ,4.0
112,rF0xI_3jjlsEKp3N0Z0BuQ,4.0
113,jsQQu9rVerR3OGxIa0hRQQ,3.0
114,Hp3Ony7yW60VPuWHQFIIHA,4.5
115,UX3eq0WsVva-cqlVrzyzFg,3.0
116,aSJdDcspNCf-2oNF2E6SJQ,2.0
117,hDiCHlTXKGUj1Yh4tq223w,3.0
118,18eWJFJbXyR9j_5xfcRLYA,4.5
119,KsDY9IYqvumohkp74w5i6A,4.0
120,VK5NEKDHnZG8YcAw2JpaWw,3.0
121,dBCNUSbz5-8nQNrxWo5deg,4.5
122,71U7MxQEhwitJOm4CQpRwQ,4.0
123,Mt1FB8hM4XTi3Tk4i0q5gQ,4.0
124,2DsplH_vy4GCcEnVpn0AbA,4.5
125,wcpL6sD6jKsBO0tbdK2KEA,2.0
126,ZH-D4qbLggBSvwpF0zXrQQ,4.0
127,zIDuAuwyaLmNwv4k18mbwA,3.5
128,q2N2KLhAeD0c0p-ryI3uDg,3.5
129,q4m9o8LDJRrdU1DcgcAm3w,2.5
130,JomDoQafikclSVVCPkWjnA,4.0
131,gI34hM-873fwF1XQ8hOaSg,4.0
132,1ddqdY_piKp-abaZ-bGRSA,3.5
133,0pMj5xUAecW9o1P35B0AMw,3.5
134,RuBWR6CAgVi7iWR8LHUi6A,4.0
135,gl9APAes1BYYt_8UsDVsPg,4.0
136,gyUBYwpUO_u0nqZdre4l1g,4.0
137,wMyHVb54Ne9SNasa4kjOCg,4.5
138,rqaIe-61HKlWaGYmVwlw8Q,4.5
139,kq5Ghhh14r-eCxlVmlyd8w,4.0
140,L7mbUPFMAfetY0fzuYtZ_g,3.0
141,Wc-c_hQK4vFCl9keeVTUZw,3.5
142,YhQAQhG1IkXJH7oLZMbM9w,1.5
143,qS4CaO_u_vMrTl31XJto1A,3.0
144,NVpbPRDvfwjb85CJwWE0nQ,4.0
145,HjLYCBxJti8V-hsP_yVZ3w,4.0
146,Iuir7lUtx-LMhYtStwyf3Q,4.0
147,vVm2qH6n4tWzN_qv6PBIVw,3.5
148,skN2XhKXlcjf53uIwzAedw,3.5
149,du_yelFmWOZDEyIAE-jdsQ,2.0
150,y1HgVnt4K5owmYXC5yXLGg,4.5
151,vo12FJ4dAdP8Jr4ctFYRkg,4.0
152,wMJlbZt2vOTG_FV96gkRVA,3.5
153,Nolwnmtnt5QeDGlS0bsCGQ,4.0
154,2vAqYNN86VWXZiy2E96-TQ,3.0
155,wUEbysNWCtMSQAio6Ktn6Q,3.0
156,4fUok5d5vgdQEb1Bzzg0rA,3.5
157,bdth7r1brx9yRU7sYwF9jQ,4.0
158,iNMdSi5bmvGSGeRQiUW4dw,2.5
159,rBE5TT_ndOOczNBrbRnJwA,4.0
160,oRZzKWdyMQld6N_y4UWkAg,4.0
161,LKGlZW0mmuoXvKB04FSP-A,3.5
162,dUctvEfHQccW_uxtRup2QQ,3.0
163,K5ffo0hkwhG33BDNQrJF6A,4.0
164,oQYZ3j2H758y07p4RpCWug,4.5
165,lgu_KwQLd8TX2ewsNIzsjA,4.5
166,HuDNHqKv9n1mWpe4BqCnwA,3.0
167,XQnb4KnTqO-QdvEFYpcwAA,2.5
168,H2nFgEFitRk7ltE8IRH0xA,2.5
169,koeubKPpi6ax4FDh7_zcWg,5.0
170,BxR5hjyBnJZrm_nnaCtGQw,4.5
171,T9n_LqUUhC2b1ALhg57Y5Q,4.0
172,slie9368A_rG70_1Wxe50g,2.5
173,_NhT0A3LUEd75L_cEXf2_A,3.0
174,C3roKH0ekXBz8l0ZoUIvAA,4.0
175,7utsfp2dXJ09j8Gb9hAIvA,4.5
176,joeRm-_7T0XTkMdKo2nbaA,4.5
177,QehLpDI-ZdJJLu5dobDdxg,4.0
178,k0AO8X3VzWe_F4lkMb0eSg,4.5
179,MuKoTR56s6elHEI2wUkgJA,4.5
180,V6Om7YZhlRQRU7WfuxHq8Q,4.0
181,COclRBaXBjYpomS4syUmvg,4.0
182,qUHaTDZlzjPXSvXrLk66mw,4.5
183,DOl21AqtT74dUZ3kvXNNcA,4.5
184,wgcSbX3osqRibWW7pVyfww,2.0
185,FzelkV3vzxkRgBmVSIqALA,3.0
186,MKy5T5exCdH4IUVlYPtWkw,3.5
187,GfDdZfZeq690h3AS5QbjvA,3.5
188,lj-E32x9_FA7GmUrBGBEWg,3.5
189,QNxXsVPYcecUuhGRG-88OQ,4.0
190,RzGr37s8p2ujVuN9of7ksQ,4.5
191,isbeaPln-E0DdffLRsuFhw,4.0
192,5wgoIQXyP3BEPZLiVi1W8A,3.5
193,2FOU5-I_eCGVNdr8R5wciQ,4.0
194,i8UZblHPk2O-iNKJrnWQ_Q,2.5
195,hTyJhpH7Bl5moMWQb4Sosg,5.0
196,2quqM0ajKfTC_DV8sLAvxQ,3.5
197,IXv-g1iK3Hwsnxp0vT8OgA,2.5
198,PvT44WlqJLkUrCITo6AjRA,3.0
199,i6kNeNRrER8ocnpkBJ3wBA,3.0
200,xPSetcLWfl_3JoENfGf89w,4.0
201,eJFw8xWcqyAno0SclR4uzg,4.0
202,ziFtaIQdzQfFL79iLTq_zQ,4.0
203,uE3yzH2l1A_FYciu95EptA,4.0
204,aYJjJMN8heS2PmkvsQzaZg,4.5
205,yS0TsUzKBQlHQCZZeBrxww,4.5
206,QkyEr9j7il9lJqseTbPe5w,3.5
207,Nemb9iLSuFgHsU6Rv8Y1Tg,3.0
208,XGV6orMei8NRfmbpsRC3Rg,4.0
209,8SqvtaRu9likNDAfAU-HBQ,3.0
210,CE9wc-UtRIwiyo5i4QO1Og,4.0
211,AaWmckcT3O1iQSAIUmzwUA,4.0
212,-rTJCKclkU_ZnoQb4oKa9w,4.5
213,5TVWytR2oNbSKYgfxypuBw,4.0
214,nBr6NgqcZz1GhtAngU0RSQ,4.5
215,_1jlbXWMxN50PQlaRpev7A,4.5
216,y44MbCvvtmg1FpkNGSWisw,2.5
217,diqXZ9CBFlIHW7i9UHefhw,1.5
218,l8uzbLGk9CLjElcWGyBZ0Q,4.5
219,0HgAYe8KZ_8nHyELHFwrpA,2.0
220,fgIAN_Y-hgPq6E-MPZk8vg,3.5
221,_49FsmTfruZSTjxU4OwOsg,3.5
222,AuTmUY381to83xPwovoERg,2.5
223,yzRC9gyhblU3a5hDct2S2Q,4.0
224,KidSvYABnawyuS_3lIYQzQ,4.0
225,IS0B5nLJPluVT8NwGgospA,2.5
226,Xjal8g4PsYinAfeQ8RWf4Q,4.5
227,-JStjL-8mRZq4ov4uI1FaQ,4.0
228,UVpki6wyHLR0mujHcneTfg,4.0
229,X64JH5kXOjWsBCsGxmFSIw,3.5
230,NKplFLr1UebQxMLQAxALPQ,3.5
231,0t14RIHl4wODz7LRiRRQ0Q,4.5
232,5fvs7pOE6amG17SiPovxjw,2.5
233,jLaPtjlLfRSaoBWIcHcSQg,3.5
234,dE_MaaYrXBAEebtH2u_B-w,3.5
235,0_gh-ZRllduRLrjaYy0Icg,3.0
236,jkkzfaJf-MTG4nmJcX1zzw,4.0
237,VOEN8f9WEysinBsLqbiVqg,2.5
238,JWFpjvCc_nkNDVtMPx1ZGg,4.5
239,gzln_L7ch8z-Ob6autmumw,4.0
240,c7DQU8rHH_GjLdeIvanQmg,3.5
241,J7Oo9rhwX7O3ak54pu_Mhg,3.5
242,wDE1AfRVCKUL11hKehQEfQ,3.5
243,h2nBTqJVHAyltyeq7sZZ-w,4.0
244,idRTl_xdqB12GWXIsisW-g,2.5
245,LC-qVqvkMRmK_ed-SImCXQ,3.5
246,9dm_v79s9-pefMahqp1SkA,4.0
247,DMmdMkh7sIhUHgVawGxY6g,4.0
248,nFjk0xVI9fNiVN__5g-m8Q,4.0
249,TttFjRQ-8Iz8by4hsD7iOQ,4.5
250,niEm9LkcLOrvsDzjXD6WpQ,3.5
251,aurl4I40YVQfQ8loOdgKCg,3.5
252,V4THIJk9uhoxL7f06fK5VA,5.0
253,ifofBiQeb6DI0-u0KEQybg,4.0
254,_cndcbuaqSRW5f-MeZasNw,3.0
255,iapJoe3OzxeZqOGUJxnG3w,3.5
256,WMI3BjDby0U-IF6NnN0SXA,3.0
257,0oogOBGXNj39Wnl2SKoe0w,4.5
258,iq0qAJ2Oc3myUTTMLseTXA,3.5
259,tXf6TpqHOLiwyMNbYAOOCQ,4.5
260,UJE-f8gVEB2za5QPZd_wVw,2.0
261,3GGGwkQ8A0ICQTfwTKPiQw,2.0
262,Y3ZCO17N1_T_Ms1JmswwzA,4.0
263,AjEg3RzLzQwv4xPPzTc6wQ,1.5
264,TTsBa6e2qgIEkiFQfYLmYA,3.5
265,Cr-uaPrfvG7tvqzLGAGErA,3.5
266,zxpJ4Frr8Zoru-YaNzOxzw,3.5
267,j5U5O3scMvPe67jzJcWFug,3.0
268,gv9IWG3dejsacl6xPG-yyg,2.0
269,bk3u2UQoo516mPz9e1_vqw,5.0
270,RCguFZat10TcbDMeeeM3IQ,3.0
271,IZv79jZv6el1sBHrG7426g,4.0
272,Pb5agnsD9EdCl6yuZp2jJA,4.5
273,WMgB7_odx8hk3BFQAIZ5hQ,4.0
274,HJe8eEH5qXRjQMAh1VfV_w,4.5
275,XsjesLpDVSToQIxSeON70A,2.0
276,_uQEKHH0R5fxrYkLrUI9pQ,4.5
277,lhsQkb5nhf-Kd5OvgB9MNg,3.5
278,G0jHNZzhiHWCYZmZWCg-6w,4.0
279,plobBsTtVUODb353xxFT_g,3.5
280,ARgidflSXPHj7uhK-Y7hwA,4.0
281,368cyArdo0P0aDUOhhE4PA,4.5
282,gi90NMmRhzl8vzM83UNOVA,3.0
283,TO1twT7_FLMbNeDm3KNNRw,3.5
284,1X0ZCiRUWkVsdINtZmRSiw,3.0
285,PJeoajci4MBVuyAOQet57g,3.0
286,I1h0GRYp86eX-XqwVXsSGA,4.5
287,0zH0l4Jbf-oove3cLvrFOg,4.0
288,fJNSx1WOo77TmP7Bl26w_g,4.0
289,OScd9IP5nI7Cv9HDkrXDDA,4.5
290,ruFtZKwlJASx5BTk1dh5AQ,2.5
291,b-EHLoRBtVgOpkv6-i1pSA,3.5
292,vG9aD-fvsIimgo-l7u8-AA,2.5
293,kJpoduG3wdA35WzOF_T1Aw,4.5
294,2y_CdkxEOJEJGyJApfCYpA,3.5
295,bc3K8KvLkLNu_XU3RkeeeA,4.0
296,PMpcbvBon1rfGE7pWKv8aQ,3.5
297,J8j18KB--ZH4MjTQryPEpA,2.0
298,9L-MR0arflwFMF9szEBOOg,4.5
299,m6KZGTxRb9_ZyDpB1G6O1Q,3.5
300,KPmFv_Ou6ddauV_gYauWzg,4.5
301,nteD5A6CKXZPqbR9EltQng,4.0
302,Ktw3a8hXOKL00UCk_1nSEQ,2.5
303,FTsU1vykdDcqfP1uhqG9YQ,4.0
304,sLgnx_WFCjEoPsS6NwU70Q,4.0
305,i7WnyDXKpT-mPaHEMY-HcQ,4.0
306,ZJC0ONdxmIlwidXd8E0fXg,3.5
307,XyGRDrgCK0z4CiA6nhwEaw,4.5
308,cwvpVlg5BE2XXRWTHe3p9w,2.0
309,zJFs_-Qtw7fzAsrQvA3Ltw,5.0
310,mygIk3l_ShNNB-QbWlrRyg,3.5
311,BiBwdFcG0ynK50_g7zJTOg,3.5
312,B6qHZCAs7Nka-1zdjCzAIQ,3.0
313,h3801KOXLyOt8BAMa1V5HQ,3.0
314,rKwIFN1poV6gHBIxp3FxkA,2.5
315,mtGTna-hyFhErb4Zma32IA,3.5
316,XQfwVwDr-v0ZS3_CbbE5Xw,3.0
317,pEYs1oVeJ6YM2SG5WEr5Pg,4.0
318,J1duow_JpO47UuqnrY_LaA,2.0
319,zhFKtchGIpRTfOZSpm4Zvg,3.5
320,N7wYxm84QtcqTJZfGWpxzw,2.5
321,yjYNk2K77o34anIhS4zJyg,3.5
322,S3WazoxfO3euuvQUOJRlFA,3.5
323,aqubLw9IW03svL_uDXNJ8A,1.5
324,V5KiEoH4E86GA2S3RQkf1g,3.5
325,MMRRS6YhVRx_iN5-JhMRYg,4.0
326,F_wIC6i5y4zdQyp99R7PdQ,3.5
327,SNYpn2BdTbz8QrrfH8rvdw,2.0
328,cGa8ySpfmtfQKPkHJKHnUw,3.0
329,CILklubZslDuVUMh2c55_A,2.5
330,SZgkdhd837HkbtVFVmSMXw,3.5
331,LgiAzhOqrzl95NNRLziH2A,4.0
332,8uF-bhJFgT4Tn6DTb27viA,4.5
333,44FugwIywDjD6TwSESAmkw,4.5
334,7biQIoyOEMcBGUw106UeOQ,1.5
335,p21PCK17H3WL56KSr4Ykig,4.0
336,f8xDi3rajxvIqS73N93Afw,4.0
337,Llu8_Lx2DFthmr99_eiOLA,4.0
338,3n_G-_DwOJ2VS4uGxBN6sg,4.0
339,NyV_2EGhs-YHYYVmZRYmOQ,1.5
340,q3AbKPlzrqbUh8tz26vsdQ,2.0
341,ymoEdJB5NE56sWw74uyX7A,4.0
342,qONvIS94nZhXYm-jccXyuw,4.5
343,ugSVRAKO6mxvsrElFg8USw,4.5
344,73ZQXm26Mb4Pr-ibmeGk6Q,2.0
345,KZ5w1iPH1bSnf-wBEYgtQQ,3.0
346,YCwWrnOh8qUmQbgQ4p02AA,4.5
347,SjLYEsv94TjmSjG2Fc2piQ,3.5
348,VKFWX_Cd7cTiV3_RPdcXPw,3.5
349,duf2PORLOL6it1dTGhSnKA,2.5
350,Yh4OgbXQSpQ_ycK_FmNiGw,4.0
351,1lC4dy6jlB2tBdBWbocO7Q,2.0
352,utReYPKNKwb15UytLOr-Xw,3.0
353,2Q1R2OhBbAQ581vK_r7NhA,4.0
354,fsPqRDDG2igV63nP89xWUA,3.5
355,dDn_NVOQh9F-t153S035Ew,4.0
356,9MHe5jAym2d8VhT_NbCRyw,2.5
357,zSqTndm5Alq9dW1PyzbdTA,4.0
358,jAGzl-N2GINB_wK87bjoVA,4.0
359,Ahwed4jRpXhmSCkcLL7FOw,3.0
360,NcO-pWiZmNM5zBg8H9zB6Q,4.0
361,wtaBPP6fCHU4nvar9fKeuQ,4.0
362,qejPFPUKiIXvHJ4BirgLUw,1.5
363,YWcH3SLyRIBHIBBgudqZLw,1.5
364,yH0ON2BtV52JXxWdZy7Psg,4.5
365,bKppmYKQ_-9cpp2yziB-Qw,2.5
366,DZdE09qqCcX7Atf3Df7Yqg,3.5
367,LwVhbEy_SHse2G_P2JXMyg,4.0
368,EK4lynYPnlI_dqvWDVaOfw,3.0
369,o6jfwLREaGy1mwAEybjOkg,4.0
370,D_sIoGDRaLJv0DAIc46MMA,4.5
371,UKA2eeAZmO4ACB2J0kFISw,2.5
372,Uuzewy2CLg_XCekRhA0PIg,4.5
373,0fYRCLVFWte0uo-1W7gJGQ,5.0
374,zBHAoHU-SD7wECkKpTGImg,4.0
375,0sEQcUD5WEdwBJBXavafHA,4.0
376,Z5C4q4mouUojigDmCRuG8w,4.0
377,kgywEv9dQHcvEAu741y3RQ,4.0
378,bQKqeYwaHNal7JFAXzCMFg,4.5
379,sNDXKUS14_xXdD0fJdw23g,3.5
380,s55Hw6gHhQzZctinFhPu-g,2.0
381,t03mAErURyb_wsZuy7lo5Q,4.5
382,mjfCi5RzOab2i3oIS7MqnA,3.0
383,Fbq_tc6W5uNmQNrInXpd5w,4.0
384,wDwK7Im_rXO5nVeQn4lc3g,3.5
385,x6kJFqKHkqtQdmZH3B0GSA,4.0
386,agTcS5LYZJe4gNiXK6nNkw,4.0
387,Xsvi9wYhD7u5XrK2EKDd8w,4.0
388,z3MQ4dmYICABaayF66NV3A,3.5
389,Uq1o6DXKALmjdElXp4mEtQ,5.0
390,51pgAUQ6aIdZEfSXiG39VQ,3.0
391,qq4Zc5y76vfCxQQy4CLfrA,4.0
392,2rQFgavS-942RapZTBSBTw,3.0
393,s4VzQaUCrgwPuViQYOqC2w,3.5
394,3bmrxhqVpB5XCg-4j6y39A,1.5
395,LPWkWjR-K21nikUxQtQNtg,2.0
396,lDodrtH6kNgSCYpxr_E3-A,2.5
397,Zk_GdMMPgEfKUECCxAxvwQ,4.5
398,_Co6_3dVnerzFLSe2s4W9Q,3.5
399,K7rsFcHcO_LYrgWvTAik2w,3.5
400,QMaXUlBsA0SLiYZOzDAjVQ,4.0
401,ZpXZgnBrNodHH8pKpOK_Kg,4.0
402,rc4nXqvuHmqM5JDnKxS5LA,4.0
403,hkh5iyDeGLNhu-JUQFRE1Q,3.5
404,89COhCW-cAD5-fTXPfXYTw,3.5
405,j8NhrBzy1op0BfVGdSOiXQ,3.5
406,3Z59UMun90xRiSU1XX8rhQ,4.0
407,-Lfib0jjHweCly1-FLM_og,3.0
408,kpK6SmxIiNoGPNhlEGiL4w,4.5
409,ZoV8kXQopyz24dJBlFByRA,3.0
410,YKpZ2Ml0NZoYZ5eb3r_Cdg,4.0
411,OIES_WhdNux3PmvSuPM-8Q,4.0
412,-kAaeJxXCtLNAo3DosoXXA,4.0
413,3_kZ2pDiKJLZ9kGKKOWqdA,2.5
414,1JxSgUivApwcRYFnXw23cQ,3.0
415,J1pqZt0WWCL8cOt0eixBEw,4.5
416,_zU8uJthn3o5swP0LmfuqQ,4.5
417,w0zKpH49tW6Y-b6ZJzKMFw,2.0
418,bRhnVTfuxDchyFguyDzuDQ,3.5
419,tP9Sn0KzL2GzImUGchXYMQ,4.5
420,ZYlDRSuhC-97FyqsPg1KCA,4.5
421,WZgfBnIvBZ2B7OWkyiOPUA,3.0
422,_ReMedGR8eDM5AgdRK0jCw,4.5
423,v5T1Q21TT1_S_aY_G8Mf-g,4.0
424,w0lcP2ngFaUpBGi5yzlYDw,4.5
425,Y70T1eClNnw_PlBkr1IHqg,1.5
426,eqNutOMnPqKa9QDAY6KfEw,4.5
427,Gg_9lJOk0I8HDOw-Vj8P5Q,3.0
428,UGebrYgNZrMzbGbcI01JWA,4.5
429,L3u4I6wHtwMQJ-ZtvfrkkQ,1.5
430,pym7c6ZFEtmoH16xN2ApBg,4.5
431,EjFp57Nd4bVgb5GNn-XnuA,3.5
432,cwSlDlrmK1qlOWH9zDuNKQ,3.5
433,9dGzGbNKLMP0_wOqI5GffQ,4.0
434,Y2MuQoT_SpfzZxjn5JY7Ag,4.5
435,AmnnsJq4Pz1jJUFzHwtsOA,3.0
436,5AOkxsg6UJQ_CoJTMBDUmQ,4.0
437,CS_GzUYlEPa6QHTRY224wQ,3.5
438,Jvmj49D0GGnvCpjN0LXqEg,4.0
439,7enJKZ9W2Vkq62ryK28taQ,4.0
440,gABEjWGwhojrub_tXqE2uw,3.5
441,7lwe7n-Yc-V9E_HfLAeylg,3.5
442,WtvENhqvWpjQtfe0OvUwSg,2.5
443,UNRqCfwvvcU7jdbvExbhDg,3.5
444,5m3ND7lNNd6zo-bNQGoXhQ,2.5
445,pTpZS84EQhvZaxhq6SSWNw,4.5
446,Ims_IgNKoDts2FdFNROQJQ,4.0
447,MiMRlsXOpHJMSTDAuw8s1w,3.5
448,8sakdo8WkCjhKj3Q4hhvSA,4.0
449,Tl24lMv2aCuLs4u45NquJQ,4.5
450,9XkgYvXhYibe85V6mNE_TQ,3.0
451,47PQER5Q4OVmQhVZGE5nJg,4.5
452,wuv3jE5Lc23TcfC70qu-Mg,1.5
453,bN7KQSVbEmRVJnQEkl3vkw,3.5
454,oBhJuukGRqPVvYBfTkhuZA,3.5
455,6NEUgs0UGi-sHKYFH7T-bA,4.5
456,iJn64rU6vapSp8uTjmshcA,1.5
457,y3RXPIuqr5Q0lId1K9Ai2A,1.5
458,LAOdChV60GwEJHE7UwDKyw,3.5
459,WLLmkBjtN8mr2vWTU8aaCQ,3.5
460,kgeiJzWSiXPnf-3wx7LHIQ,3.0
461,eL673KqwAGpJQ4z-MAaZ7Q,4.5
462,dEpvByPMG0BZ3E9JOem0NQ,3.0
463,TPkwQL43WA79mQ7Gnx9XQw,3.0
464,7sKfrJmjG6unAQeWdQUe2w,3.5
465,6kAXOzE7fqaBZINQV_-_mg,3.5
466,WO5nr-4sjVs506BdCLL0aA,4.0
467,0xe81EigRw_b5W8tg0Ca6Q,1.5
468,JYDd5sgn18DqDnTnq_tBRQ,3.0
469,_eUOqZZxwQrk7Cx2RAeghg,4.0
470,14ZGwnDyydXdSBsLXpSUrA,4.0
471,7kko-9WTh53VZ_PmrffrSQ,4.0
472,42IIF87kg1Ay4AeS6r9SOQ,2.0
473,f31Cl39cl2T-CwwqZoMGkQ,3.5
474,-zsvmEbkd-K9K2DAAKqiEQ,4.0
475,MzBXuXfCZi2VJ-ZKPAfdvw,2.5
476,1CRaUspmxoegNBUnLkBAyA,3.0
477,hn3Rg2JrhQoDJBEhrpuwWg,3.5
478,iyI-PmAhYEktWu81_p3ukw,3.5
479,YgMZm_alGFUeQO4hz9X9VA,3.5
480,_4VrDSmqabnuqwaQlOI6-w,2.5
481,5XXFFeHDa-lb-OcXGDKXpg,4.5
482,4ib9kGHlwqWPalWjh-dZhQ,4.0
483,5R6YO6K9PkthkTbXqV9slQ,4.0
484,-TRXiliBZ2O2_BKyKQ32HA,4.0
485,TO_Ha3HG_qETaDN8-yOVxg,2.5
486,rLSnt_I-JBH6f1kQ2j0uFg,3.5
487,aFOXqgKSeSCvq4UU0rPdHA,4.0
488,H3p3b8nbB3OtIfQyQGKDkg,4.5
489,fRdJbbQk05UctAAX8v4uFA,2.0
490,4LuzS6VevvwSmB71KbGyVQ,3.0
491,cAqNakznheceKWMs62lUKg,4.5
492,UCCc31J4N8Y57RuzmInjyw,3.0
